Month,Date,Site_Name,UTM_Source,UTM_Campaign,UTM_Supplier_Id,UTM_Medium,UTM_Ad_Id,UTM_Content,Supplier,Matching_Time,Reg,Distinct_Schools,Accepted,Rejected,Rev,CPA
4,2023-04-19,Purdue Global,,,,,,,Educationdirectory.org,,2,3,3,0,94.00,31.333333
4,2023-04-19,white_g,,,SUP0101,,649118698063,,Educationdirectory.org,,1,0,,,0.00,
4,2023-04-19,white_g,,,SUP0104,,,,Educationdirectory.org,,2,1,,,0.00,
4,2023-04-27,,,,,,,,Digital Media Solutions,,5068,4,1,2,19.00,19.000000
4,2023-04-27,Purdue Global,,,,,,,Educationdirectory.org,,3,3,3,0,68.00,22.666667
4,2023-04-27,white_g,,,,,,,Educationdirectory.org,,1,4,2,0,64.00,32.000000
4,2023-04-27,white_g,,,SUP0104,,grant1,,Educationdirectory.org,,1,0,,,0.00,
4,2023-04-28,,,,,,,,Digital Media Solutions,,4304,3,0,5,0.00,
4,2023-04-28,white_g,,,SUP0104,,grant1,,Educationdirectory.org,,3,1,0,0,0.00,
4,2023-04-29,,,,,,,,Digital Media Solutions,,3683,3,0,1,0.00,
4,2023-04-29,edp,,,,,,,Educationdirectory.org,,1,1,0,0,0.00,
4,2023-04-29,white_g,,,,,,,Educationdirectory.org,,2,2,2,0,31.00,15.500000
4,2023-04-29,white_g,,,SUP0104,,grant1,,Educationdirectory.org,,1,1,0,0,0.00,
4,2023-04-30,,,,,,,,Digital Media Solutions,,3532,3,0,2,0.00,
4,2023-04-30,edp,,,,,,,Educationdirectory.org,,1,2,2,0,47.00,23.500000
5,2023-05-16,,,,,,,,Digital Media Solutions,,3611,4,1,4,19.00,19.000000
5,2023-05-16,edp,,,,,,,Educationdirectory.org,,2,5,0,6,0.00,
5,2023-05-16,white_g,,,,,,,Educationdirectory.org,,2,5,4,1,109.00,27.250000
5,2023-05-16,white_g,,,SUP0104,,grant2,,Educationdirectory.org,,1,1,0,0,0.00,
5,2023-05-17,,,,,,,,Digital Media Solutions,,4239,2,0,4,0.00,
5,2023-05-17,edp,,,,,,,Educationdirectory.org,,1,1,1,0,30.00,30.000000
5,2023-05-17,white_g,,,,,,,Educationdirectory.org,,1,7,0,0,0.00,
5,2023-05-18,,,,,,,,Digital Media Solutions,,4080,4,1,2,19.00,19.000000
5,2023-05-18,edp,,,,,,,Educationdirectory.org,,1,2,2,1,64.00,32.000000
5,2023-05-18,white_g,,,,,,,Educationdirectory.org,,2,5,2,1,66.00,33.000000
5,2023-05-19,,,,,,,,Digital Media Solutions,,3308,3,1,4,19.00,19.000000
5,2023-05-19,edp,,,,,,,Educationdirectory.org,,1,7,3,0,51.00,17.000000
5,2023-05-19,white_g,,,SUP0104,,grant2,,Educationdirectory.org,,2,1,1,0,19.00,19.000000
5,2023-05-20,,,,,,,,Digital Media Solutions,,3141,4,0,1,0.00,
4,2023-04-24,,,,,,,,Digital Media Solutions,,4563,4,2,2,52.00,26.000000
4,2023-04-24,edp,,,,,,,Educationdirectory.org,,6,6,2,0,43.00,21.500000
4,2023-04-24,white_g,,,,,,,Educationdirectory.org,,2,3,1,1,30.00,30.000000
4,2023-04-24,white_g,,,SUP0104,,,,Educationdirectory.org,,1,0,,,0.00,
4,2023-04-25,,,,,,,,Digital Media Solutions,,4758,4,1,1,19.00,19.000000
4,2023-04-25,Purdue Global,,,,,,,Educationdirectory.org,,1,5,3,0,94.00,31.333333
4,2023-04-25,white_g,,,,,,,Educationdirectory.org,,1,0,,,0.00,
4,2023-04-26,,,,,,,,Digital Media Solutions,,4122,2,0,0,0.00,
4,2023-04-26,edp,,,,,,,Educationdirectory.org,,2,6,0,0,0.00,
4,2023-04-26,Purdue Global,,,,,,,Educationdirectory.org,,2,6,0,0,0.00,
4,2023-04-26,white_g,,,,,,,Educationdirectory.org,,1,4,2,1,43.00,21.500000
4,2023-04-26,white_g,,,SUP0101,,651015491880,,Educationdirectory.org,,1,1,,,0.00,
4,2023-04-26,white_g,,,SUP0104,,,,Educationdirectory.org,,2,1,1,0,12.00,12.000000
5,2023-05-11,white_g,,,SUP0104,,grant1,,Educationdirectory.org,,1,2,1,1,11.00,11.000000
5,2023-05-11,white_g,,,SUP0109,,,,Educationdirectory.org,,1,1,,,0.00,
5,2023-05-12,,,,,,,,Digital Media Solutions,,3410,3,1,2,19.00,19.000000
5,2023-05-12,edp,,,,,,,Educationdirectory.org,,1,6,3,0,92.00,30.666667
5,2023-05-12,white_g,,,,,,,Educationdirectory.org,,2,6,3,0,104.00,34.666667
5,2023-05-12,white_g,,,SUP0104,,grant1,,Educationdirectory.org,,1,2,0,0,0.00,
5,2023-05-12,white_g,,,SUP0109,,374219,,Educationdirectory.org,,1,2,1,0,26.00,26.000000
5,2023-05-13,,,,,,,,Digital Media Solutions,,3245,4,0,2,0.00,
5,2023-05-14,,,,,,,,Digital Media Solutions,,3130,3,1,3,19.00,19.000000
5,2023-05-14,white_g,,,SUP0101,,649118698063,,Educationdirectory.org,,1,3,0,0,0.00,
5,2023-05-15,,,,,,,,Digital Media Solutions,,3805,5,0,3,0.00,
5,2023-05-15,edp,,,,,,,Educationdirectory.org,,2,9,2,1,46.00,23.000000
5,2023-05-15,white_g,,,,,,,Educationdirectory.org,,1,5,0,0,0.00,
5,2023-05-24,,,,,,,,Digital Media Solutions,,4174,5,1,3,19.00,19.000000
5,2023-05-24,edu,,,,,,,Educationdirectory.org,,8,0,,,0.00,
5,2023-05-24,white_g,,,SUP0104,,grant2,,Educationdirectory.org,,2,0,,,0.00,
5,2023-05-24,white_g,,,SUP0109,,374219,,Educationdirectory.org,,1,1,0,0,0.00,
5,2023-05-25,,,,,,,,Digital Media Solutions,,4085,4,0,1,0.00,
5,2023-05-25,edu,,,,,,,Educationdirectory.org,,13,1,0,0,0.00,
5,2023-05-25,white_g,,,,,,,Educationdirectory.org,,2,4,4,0,98.00,24.500000
5,2023-05-26,,,,,,,,Digital Media Solutions,,3638,5,0,4,0.00,
5,2023-05-26,edp,,,,,,,Educationdirectory.org,,1,6,2,0,35.00,17.500000
5,2023-05-26,edu,,,,,,,Educationdirectory.org,,14,0,,,0.00,
5,2023-05-26,white_g,,,,,,,Educationdirectory.org,,3,1,1,0,19.00,19.000000
5,2023-05-03,white_g,,,,,,,Educationdirectory.org,,2,2,2,0,52.00,26.000000
5,2023-05-04,,,,,,,,Digital Media Solutions,,3637,7,2,8,38.00,19.000000
5,2023-05-04,white_g,,,,,,,Educationdirectory.org,,1,4,0,0,0.00,
5,2023-05-04,white_g,,,SUP0104,,grant1,,Educationdirectory.org,,1,2,0,0,0.00,
5,2023-05-05,,,,,,,,Digital Media Solutions,,3273,7,0,6,0.00,
5,2023-05-06,,,,,,,,Digital Media Solutions,,3221,7,0,4,0.00,
5,2023-05-06,white_g,,,,,,,Educationdirectory.org,,2,1,1,0,30.00,30.000000
5,2023-05-06,white_g,,,SUP0104,,grant1,,Educationdirectory.org,,2,2,0,2,0.00,
5,2023-05-07,,,,,,,,Digital Media Solutions,,3146,5,2,2,45.00,22.500000
5,2023-05-07,white_g,,,,,,,Educationdirectory.org,,1,1,1,0,30.00,30.000000
5,2023-05-07,white_g,,,SUP0104,,grant1,,Educationdirectory.org,,1,0,,,0.00,
4,2023-04-20,,,,,,,,Digital Media Solutions,,4707,4,1,0,19.00,19.000000
4,2023-04-20,white_g,,,,,,,Educationdirectory.org,,4,6,2,1,36.00,18.000000
4,2023-04-20,white_g,,,SUP0101,,624999155488,,Educationdirectory.org,,1,0,,,0.00,
4,2023-04-20,white_g,,,SUP0104,,,,Educationdirectory.org,,1,1,1,0,30.00,30.000000
4,2023-04-21,,,,,,,,Digital Media Solutions,,3742,3,0,1,0.00,
4,2023-04-21,white_g,,,,,,,Educationdirectory.org,,2,1,0,0,0.00,
4,2023-04-21,white_g,,,SUP0101,,650931252223,,Educationdirectory.org,,1,2,2,0,43.00,21.500000
4,2023-04-21,white_g,,,SUP0104,,,,Educationdirectory.org,,1,2,2,0,54.00,27.000000
4,2023-04-22,,,,,,,,Digital Media Solutions,,3575,3,1,1,19.00,19.000000
4,2023-04-22,Purdue Global,,,,,,,Educationdirectory.org,,3,3,0,0,0.00,
4,2023-04-22,white_g,,,,,,,Educationdirectory.org,,1,5,0,0,0.00,
4,2023-04-22,white_g,,,SUP0104,,,,Educationdirectory.org,,1,0,,,0.00,
4,2023-04-23,,,,,,,,Digital Media Solutions,,3221,3,1,2,19.00,19.000000
4,2023-04-23,Purdue Global,,,,,,,Educationdirectory.org,,1,1,0,1,0.00,
4,2023-04-30,white_g,,,,,,,Educationdirectory.org,,1,0,,,0.00,
5,2023-05-01,,,,,,,,Digital Media Solutions,,4633,8,6,8,122.00,20.333333
5,2023-05-01,edp,,,SUP0111,,creative1e,,Educationdirectory.org,,1,5,3,0,76.00,25.333333
5,2023-05-01,edp,,,SUP0111,education,creative1e,,Educationdirectory.org,,1,0,,,0.00,
5,2023-05-01,Purdue Global,,,SUP0111,edu_grant,creative1g,,Educationdirectory.org,,1,3,0,0,0.00,
5,2023-05-01,Purdue Global,,,SUP0111,education,creative1e,,Educationdirectory.org,,2,2,1,0,40.00,40.000000
5,2023-05-01,white_g,,,,,,,Educationdirectory.org,,1,11,0,0,0.00,
5,2023-05-01,white_g,,,SUP0104,,grant1,,Educationdirectory.org,,1,0,,,0.00,
5,2023-05-01,white_g,,,SUP0111,,creative1g,,Educationdirectory.org,,1,5,0,0,0.00,
5,2023-05-01,white_g,,,SUP0111,edu_grant,creative1g,,Educationdirectory.org,,16,13,18,4,386.00,21.444444
5,2023-05-02,,,,,,,,Digital Media Solutions,,4796,8,7,5,133.00,19.000000
5,2023-05-02,edp,,,,,,,Educationdirectory.org,,1,2,1,0,13.00,13.000000
5,2023-05-02,edp,,,SUP0101,,624999155494,,Educationdirectory.org,,1,5,0,0,0.00,
5,2023-05-02,edp,,,SUP0111,education,creative1e,,Educationdirectory.org,,5,4,4,4,112.00,28.000000
5,2023-05-02,Purdue Global,,,SUP0111,edu_grant,creative1g,,Educationdirectory.org,,1,3,0,0,0.00,
5,2023-05-02,Purdue Global,,,SUP0111,education,creative1e,,Educationdirectory.org,,2,2,0,0,0.00,
5,2023-05-02,white_g,,,SUP0111,edu_grant,creative1g,,Educationdirectory.org,,22,15,9,1,228.00,25.333333
5,2023-05-03,,,,,,,,Digital Media Solutions,,4605,7,2,4,45.00,22.500000
4,2023-04-26,white_g,,Education,,,,,Educationdirectory.org,,7,7,5,3,115.00,23.000000
4,2023-04-27,white_g,,Education,,,,,Educationdirectory.org,,10,7,3,0,68.00,22.666667
4,2023-04-27,edp,,Grants,,,,,Educationdirectory.org,,2,4,3,2,78.00,26.000000
4,2023-04-26,edp,,Grants,,,,,Educationdirectory.org,,18,14,11,3,197.00,17.909091
4,2023-04-23,white_g,connexusdigital,,SUP0104,job_grant,,,Educationdirectory.org,,220,16,26,2,452.00,17.384615
4,2023-04-24,white_g,connexusdigital,,SUP0104,job_grant,,,Educationdirectory.org,,193,11,39,5,657.00,16.846154
4,2023-04-25,white_g,connexusdigital,,SUP0104,job_grant,,,Educationdirectory.org,,163,12,32,1,556.00,17.375000
4,2023-04-26,white_g,connexusdigital,,SUP0104,job_grant,,,Educationdirectory.org,,122,8,24,4,369.00,15.375000
4,2023-04-16,white_g,connexusdigital,,SUP0104,job_grant,,,Educationdirectory.org,,210,38,95,14,2421.00,25.484211
4,2023-04-17,white_g,connexusdigital,,SUP0104,job_grant,,,Educationdirectory.org,,184,24,94,17,2254.00,23.978723
4,2023-04-18,white_g,connexusdigital,,SUP0104,job_grant,,,Educationdirectory.org,,219,18,99,10,2384.00,24.080808
4,2023-04-19,white_g,connexusdigital,,SUP0104,job_grant,,,Educationdirectory.org,,162,11,88,11,2113.00,24.011364
4,2023-04-20,white_g,connexusdigital,,SUP0104,job_grant,,,Educationdirectory.org,,197,13,68,20,1765.00,25.955882
4,2023-04-21,white_g,connexusdigital,,SUP0104,job_grant,,,Educationdirectory.org,,183,13,43,2,832.00,19.348837
4,2023-04-22,white_g,connexusdigital,,SUP0104,job_grant,,,Educationdirectory.org,,217,10,32,4,569.00,17.781250
5,2023-05-25,white_g,connexusdigital,,SUP0104,job_grant,,,Educationdirectory.org,,4,0,,,0.00,
5,2023-05-24,white_g,Email,,SUP0109,edu_grant,374219,,Educationdirectory.org,,21,10,11,3,298.00,27.090909
5,2023-05-25,white_g,Email,,SUP0109,edu_grant,374219,,Educationdirectory.org,,10,11,11,1,296.00,26.909091
5,2023-05-25,white_g,Email,,SUP0109,edu_grant,376908,,Educationdirectory.org,,2,1,0,0,0.00,
5,2023-05-26,white_g,Email,,SUP0109,edu_grant,374219,,Educationdirectory.org,,10,6,1,0,7.00,7.000000
5,2023-05-26,white_g,Email,,SUP0109,edu_grant,376908,,Educationdirectory.org,,5,3,0,1,0.00,
4,2023-04-24,white_g,Email,,SUP0109,edu_grant,374219,,Educationdirectory.org,,1,5,0,1,0.00,
4,2023-04-25,Purdue Global,Email,,SUP0109,edu_grant,374219,,Educationdirectory.org,,3,4,0,1,0.00,
4,2023-04-25,white_g,Email,,SUP0109,edu_grant,374219,,Educationdirectory.org,,3,8,3,0,76.00,25.333333
4,2023-04-26,white_g,Email,,SUP0109,edu_grant,374219,,Educationdirectory.org,,4,7,2,1,46.00,23.000000
5,2023-05-08,white_g,Email,,SUP0109,edu_grant,374219,,Educationdirectory.org,,5,9,4,0,100.00,25.000000
5,2023-05-09,Purdue Global,Email,,SUP0109,edu_grant,374219,,Educationdirectory.org,,2,2,2,0,43.00,21.500000
5,2023-05-09,white_g,Email,,SUP0109,edu_grant,374219,,Educationdirectory.org,,121,28,79,13,1903.00,24.088608
5,2023-05-10,white_g,Email,,SUP0109,edu_grant,374219,,Educationdirectory.org,,17,15,15,0,378.00,25.200000
5,2023-05-11,Purdue Global,Email,,SUP0109,edu_grant,374219,,Educationdirectory.org,,3,2,1,2,13.00,13.000000
5,2023-05-27,white_g,Email,,SUP0109,edu_grant,374219,,Educationdirectory.org,,26,9,13,0,235.00,18.076923
5,2023-05-28,white_g,Email,,SUP0109,edu_grant,374219,,Educationdirectory.org,,25,8,12,0,247.00,20.583333
5,2023-05-29,white_g,Email,,SUP0109,edu_grant,374219,,Educationdirectory.org,,27,8,15,6,376.00,25.066667
5,2023-05-30,white_g,Email,,SUP0109,edu_grant,374219,,Educationdirectory.org,,7,5,6,0,118.00,19.666667
5,2023-05-20,white_g,Email,,SUP0109,edu_grant,374219,,Educationdirectory.org,,31,13,24,3,581.00,24.208333
5,2023-05-20,white_g,Email,,SUP0109,edu_grant,376908,,Educationdirectory.org,,3,3,3,1,89.00,29.666667
5,2023-05-21,white_g,Email,,SUP0109,edu_grant,374219,,Educationdirectory.org,,26,11,11,10,260.00,23.636364
5,2023-05-22,white_g,Email,,SUP0109,edu_grant,374219,,Educationdirectory.org,,21,12,19,4,485.00,25.526316
5,2023-05-22,white_g,Email,,SUP0109,edu_grant,376908,,Educationdirectory.org,,6,4,3,0,82.00,27.333333
5,2023-05-23,white_g,Email,,SUP0109,edu_grant,374219,,Educationdirectory.org,,12,10,9,1,218.00,24.222222
5,2023-05-23,white_g,Email,,SUP0109,edu_grant,376908,,Educationdirectory.org,,6,3,2,0,60.00,30.000000
4,2023-04-27,white_g,Email,,SUP0109,edu_grant,374219,,Educationdirectory.org,,2,4,0,0,0.00,
4,2023-04-29,Purdue Global,Email,,SUP0109,edu_grant,374219,,Educationdirectory.org,,1,1,0,0,0.00,
4,2023-04-30,white_g,Email,,SUP0109,edu_grant,374219,,Educationdirectory.org,,1,1,1,0,7.00,7.000000
5,2023-05-16,white_g,Email,,SUP0109,edu_grant,374219,,Educationdirectory.org,,23,16,15,4,401.00,26.733333
5,2023-05-17,white_g,Email,,SUP0109,edu_grant,374219,,Educationdirectory.org,,8,6,7,1,130.00,18.571429
5,2023-05-18,white_g,Email,,SUP0109,edu_grant,374219,,Educationdirectory.org,,12,14,10,2,217.00,21.700000
5,2023-05-19,white_g,Email,,SUP0109,edu_grant,374219,,Educationdirectory.org,,9,11,5,0,144.00,28.800000
5,2023-05-19,white_g,Email,,SUP0109,edu_grant,376908,,Educationdirectory.org,,20,14,21,2,485.00,23.095238
4,2023-04-20,Purdue Global,Email,,SUP0109,edu_grant,374219,,Educationdirectory.org,,1,1,,,0.00,
4,2023-04-20,white_g,Email,,SUP0109,edu_grant,374219,,Educationdirectory.org,,5,3,4,2,102.00,25.500000
4,2023-04-21,white_g,Email,,SUP0109,edu_grant,374219,,Educationdirectory.org,,3,4,3,0,76.00,25.333333
4,2023-04-16,Purdue Global,Email,,SUP0109,edu_grant,374219,,Educationdirectory.org,,1,1,0,1,0.00,
4,2023-04-16,white_g,Email,,SUP0109,edu_grant,374219,,Educationdirectory.org,,5,7,7,0,196.00,28.000000
4,2023-04-17,white_g,Email,,SUP0109,edu_grant,374219,,Educationdirectory.org,,7,13,4,2,86.00,21.500000
4,2023-04-18,white_g,Email,,SUP0109,edu_grant,374219,,Educationdirectory.org,,3,8,3,2,49.00,16.333333
4,2023-04-19,white_g,Email,,SUP0109,edu_grant,374219,,Educationdirectory.org,,3,12,3,1,60.00,20.000000
5,2023-05-11,white_g,Email,,SUP0109,edu_grant,374219,,Educationdirectory.org,,155,36,127,34,3152.00,24.818898
5,2023-05-12,Purdue Global,Email,,SUP0109,edu_grant,374219,,Educationdirectory.org,,3,1,0,1,0.00,
5,2023-05-12,white_g,Email,,SUP0109,edu_grant,374219,,Educationdirectory.org,,38,17,32,10,869.00,27.156250
5,2023-05-13,white_g,Email,,SUP0109,edu_grant,374219,,Educationdirectory.org,,8,10,12,0,274.00,22.833333
5,2023-05-14,white_g,Email,,SUP0109,edu_grant,374219,,Educationdirectory.org,,9,6,14,1,368.00,26.285714
5,2023-05-15,white_g,Email,,SUP0109,edu_grant,374219,,Educationdirectory.org,,19,12,7,6,169.00,24.142857
5,2023-05-05,Purdue Global,Email,,SUP0109,edu_grant,374219,,Educationdirectory.org,,4,1,0,1,0.00,
5,2023-05-05,white_g,Email,,SUP0109,edu_grant,374219,,Educationdirectory.org,,1,4,3,0,76.00,25.333333
5,2023-05-06,white_g,Email,,SUP0109,edu_grant,374219,,Educationdirectory.org,,2,2,0,0,0.00,
5,2023-05-07,white_g,Email,,SUP0109,edu_grant,374219,,Educationdirectory.org,,2,9,1,0,40.00,40.000000
4,2023-04-30,Purdue Global,google,17636347892,SUP0101,edu_grant,607713435568,141341628147,Educationdirectory.org,,5,2,0,2,0.00,
4,2023-04-30,Purdue Global,google,17636347892,SUP0101,edu_grant,620702930077,141341628187,Educationdirectory.org,,3,0,,,0.00,
4,2023-04-30,Purdue Global,google,17636347892,SUP0101,edu_grant,650026762788,141341628147,Educationdirectory.org,,2,1,1,0,22.00,22.000000
4,2023-04-30,Purdue Global,google,17636347892,SUP0101,edu_grant,650931252223,141341628187,Educationdirectory.org,,6,1,0,0,0.00,
4,2023-04-30,Purdue Global,google,17636347892,SUP0101,edu_grant,651015491880,149928081241,Educationdirectory.org,,6,2,2,0,62.00,31.000000
4,2023-04-30,white_g,google,17636347892,SUP0101,edu_grant,607713435568,141341628147,Educationdirectory.org,,30,7,13,3,322.00,24.769231
4,2023-04-30,white_g,google,17636347892,SUP0101,edu_grant,620702930077,141341628187,Educationdirectory.org,,17,4,7,0,161.00,23.000000
4,2023-04-30,white_g,google,17636347892,SUP0101,edu_grant,649118698063,149928081241,Educationdirectory.org,,15,5,7,1,151.00,21.571429
4,2023-04-30,white_g,google,17636347892,SUP0101,edu_grant,650026762788,141341628147,Educationdirectory.org,,31,8,7,3,151.00,21.571429
4,2023-04-30,white_g,google,17636347892,SUP0101,edu_grant,650931252223,141341628187,Educationdirectory.org,,26,4,9,2,174.00,19.333333
4,2023-04-30,white_g,google,17636347892,SUP0101,edu_grant,651015491880,149928081241,Educationdirectory.org,,43,10,26,2,589.00,22.653846
5,2023-05-01,edp,google,17636347892,SUP0101,edu_grant,607713435568,141341628147,Educationdirectory.org,,3,3,2,0,20.00,10.000000
5,2023-05-01,edp,google,17636347892,SUP0101,edu_grant,649118698063,149928081241,Educationdirectory.org,,1,5,0,0,0.00,
5,2023-05-01,edp,google,17636347892,SUP0101,edu_grant,650026762788,141341628147,Educationdirectory.org,,1,0,,,0.00,
5,2023-05-01,Purdue Global,google,17636347892,SUP0101,edu_grant,607713435568,141341628147,Educationdirectory.org,,5,4,2,1,46.00,23.000000
5,2023-05-01,Purdue Global,google,17636347892,SUP0101,edu_grant,650026762788,141341628147,Educationdirectory.org,,2,1,1,0,24.00,24.000000
5,2023-05-01,Purdue Global,google,17636347892,SUP0101,edu_grant,650931252223,141341628187,Educationdirectory.org,,1,2,1,1,13.00,13.000000
5,2023-05-01,Purdue Global,google,17636347892,SUP0101,edu_grant,651015491880,149928081241,Educationdirectory.org,,2,6,0,2,0.00,
5,2023-05-01,white_g,google,17636347892,SUP0101,edu_grant,607713435568,141341628147,Educationdirectory.org,,69,21,51,18,1288.00,25.254902
5,2023-05-01,white_g,google,17636347892,SUP0101,edu_grant,620702930077,141341628187,Educationdirectory.org,,22,10,13,0,267.00,20.538462
5,2023-05-01,white_g,google,17636347892,SUP0101,edu_grant,649118698063,149928081241,Educationdirectory.org,,14,14,10,2,199.00,19.900000
5,2023-05-01,white_g,google,17636347892,SUP0101,edu_grant,650026762788,141341628147,Educationdirectory.org,,56,23,42,11,1007.00,23.976190
5,2023-05-01,white_g,google,17636347892,SUP0101,edu_grant,650931252223,141341628187,Educationdirectory.org,,33,20,23,3,607.00,26.391304
5,2023-05-01,white_g,google,17636347892,SUP0101,edu_grant,651015491880,149928081241,Educationdirectory.org,,44,24,30,3,772.00,25.733333
5,2023-05-02,edp,google,17636347892,SUP0101,edu_grant,607713435568,141341628147,Educationdirectory.org,,1,1,0,1,0.00,
5,2023-05-02,Purdue Global,google,17636347892,SUP0101,edu_grant,607713435568,141341628147,Educationdirectory.org,,1,0,,,0.00,
5,2023-05-02,Purdue Global,google,17636347892,SUP0101,edu_grant,650026762788,141341628147,Educationdirectory.org,,1,0,,,0.00,
5,2023-05-02,Purdue Global,google,17636347892,SUP0101,edu_grant,651015491880,149928081241,Educationdirectory.org,,1,2,0,0,0.00,
5,2023-05-02,white_g,google,17636347892,SUP0101,edu_grant,607713435568,141341628147,Educationdirectory.org,,3,6,4,0,124.00,31.000000
5,2023-05-02,white_g,google,17636347892,SUP0101,edu_grant,620702930077,141341628187,Educationdirectory.org,,6,9,3,0,94.00,31.333333
5,2023-05-02,white_g,google,17636347892,SUP0101,edu_grant,649118698063,149928081241,Educationdirectory.org,,1,3,0,0,0.00,
5,2023-05-02,white_g,google,17636347892,SUP0101,edu_grant,650026762788,141341628147,Educationdirectory.org,,9,11,11,3,289.00,26.272727
5,2023-05-02,white_g,google,17636347892,SUP0101,edu_grant,650931252223,141341628187,Educationdirectory.org,,3,5,2,0,56.00,28.000000
5,2023-05-02,white_g,google,17636347892,SUP0101,edu_grant,651015491880,149928081241,Educationdirectory.org,,1,1,1,0,30.00,30.000000
4,2023-04-23,Purdue Global,google,17636347892,SUP0101,edu_grant,649118698063,149928081241,Educationdirectory.org,,1,2,1,1,40.00,40.000000
