Year-Week,Site_Name,UTM_Source,UTM_Campaign,UTM_Supplier_Id,UTM_Medium,UTM_Ad_Id,UTM_Content,Supplier,Matching_Time,Reg,Distinct_Schools,Accepted,Rejected,Rev,CPA
202315,Purdue Global,,,,,,,Educationdirectory.org,,4,4,3.0,4.0,84.0,28.0
202319,Purdue Global,,,,,,,Educationdirectory.org,,1,2,2.0,0.0,42.0,21.0
202319,white_g,,,,,,,Educationdirectory.org,,5,8,4.0,0.0,134.0,33.5
202319,white_g,,,SUP0104,,grant1,,Educationdirectory.org,,5,5,1.0,1.0,11.0,11.0
202319,white_g,,,SUP0109,,,,Educationdirectory.org,,1,1,,,0.0,
202319,white_g,,,SUP0109,,374219,,Educationdirectory.org,,1,2,1.0,0.0,26.0,26.0
202320,,,,,,,,Digital Media Solutions,,25314,5,4.0,21.0,76.0,19.0
202320,edp,,,,,,,Educationdirectory.org,,7,11,8.0,8.0,191.0,23.875
202320,white_g,,,,,,,Educationdirectory.org,,7,13,6.0,2.0,175.0,29.166667
202320,white_g,,,SUP0101,,649118698063,,Educationdirectory.org,,1,3,0.0,0.0,0.0,
202320,white_g,,,SUP0101,,650931252223,,Educationdirectory.org,,1,1,,,0.0,
202320,white_g,,,SUP0104,,grant2,,Educationdirectory.org,,4,3,1.0,0.0,19.0,19.0
202321,,,,,,,,Digital Media Solutions,,25713,5,4.0,11.0,76.0,19.0
202321,edp,,,,,,,Educationdirectory.org,,5,13,4.0,1.0,70.0,17.5
202310,portal,,,,,,,Degree Transfers,11700650.0,10,10,7.0,2.0,191.0,27.285714
202310,Purdue Global,,,,,,,Educationdirectory.org,,8,16,6.0,2.0,144.0,24.0
202310,white_g,,,,,,,Educationdirectory.org,,7,12,10.0,2.0,265.0,26.5
202310,white_g,,,SUP0101,,620702930077,,Educationdirectory.org,,3,10,2.0,1.0,16.0,8.0
202310,white_g,,,SUP0104,,,,Educationdirectory.org,,5,8,5.0,0.0,113.0,22.6
202310,white_g,,,SUP0109,,374219,,Educationdirectory.org,,5,13,7.0,1.0,169.0,24.142857
202311,,,,,,,,Digital Media Solutions,,27455,4,11.0,20.0,230.0,20.909091
202311,edp,,,,,,,Educationdirectory.org,,3,10,3.0,0.0,71.0,23.666667
202311,portal,,,,,,,Degree Transfers,7546287.0,5,6,2.0,5.0,56.0,28.0
202311,Purdue Global,,,,,,,Educationdirectory.org,,4,4,3.0,0.0,39.0,13.0
202311,white,,,,,,,Educationdirectory.org,,1,2,2.0,0.0,30.0,15.0
202311,white_g,,,,,,,Educationdirectory.org,,9,9,6.0,0.0,154.0,25.666667
202311,white_g,,,SUP0104,,,,Educationdirectory.org,,10,11,6.0,0.0,126.0,21.0
202302,white_g,,,,,,,Educationdirectory.org,,4,9,0.0,0.0,0.0,
202302,white_g,,,SUP0101,,606243851972,,Educationdirectory.org,,1,0,,,0.0,
202302,white_g,,,SUP0104,,,,Educationdirectory.org,,1,1,0.0,0.0,0.0,
202303,,,,,,,,Digital Media Solutions,,24249,3,6.0,12.0,114.0,19.0
202303,edp,,,,,,,Educationdirectory.org,,6,16,8.0,7.0,209.0,26.125
202303,portal,,,,,,,Degree Transfers,3618219.0,8,3,3.0,0.0,87.0,29.0
202303,Purdue Global,,,,,,,Educationdirectory.org,,2,5,1.0,0.0,20.0,20.0
202303,white_g,,,,,,,Educationdirectory.org,,10,8,5.0,1.0,109.0,21.8
202303,white_g,,,SUP0104,,,,Educationdirectory.org,,7,8,5.0,0.0,113.0,22.6
202304,,,,,,,,Digital Media Solutions,,22984,5,6.0,10.0,122.0,20.333333
202304,edp,,,,,,,Educationdirectory.org,,7,11,9.0,6.0,232.0,25.777778
202304,edp,,,SUP0104,,,,Educationdirectory.org,,1,4,3.0,0.0,44.0,14.666667
202304,Purdue Global,,,,,,,Educationdirectory.org,,9,9,5.0,6.0,88.0,17.6
202304,Purdue Global,,,SUP0101,,585909895103,,Educationdirectory.org,,1,2,0.0,0.0,0.0,
202308,portal,,,,,,,Degree Transfers,123723048.0,102,22,73.0,33.0,2213.0,30.315068
202308,Purdue Global,,,,,,,Educationdirectory.org,,5,8,1.0,0.0,20.0,20.0
202308,white,,,,,,,Educationdirectory.org,,1,1,0.0,0.0,0.0,
202308,white_g,,,,,,,Educationdirectory.org,,12,13,5.0,3.0,114.0,22.8
202308,white_g,,,SUP0101,,607713435568,,Educationdirectory.org,,3,7,0.0,0.0,0.0,
202308,white_g,,,SUP0101,,624999155488,,Educationdirectory.org,,1,7,2.0,1.0,43.0,21.5
202308,white_g,,,SUP0101,,649118698060,,Educationdirectory.org,,1,0,,,0.0,
202308,white_g,,,SUP0104,,,,Educationdirectory.org,,4,9,2.0,1.0,50.0,25.0
202308,white_g,,,SUP0109,,374219,,Educationdirectory.org,,1,3,3.0,0.0,67.0,22.333333
202309,,,,,,,,Digital Media Solutions,,25857,10,42.0,18.0,834.0,19.857143
202309,edp,,,,,,,Educationdirectory.org,,9,16,7.0,1.0,213.0,30.428571
202309,portal,,,,,,,Degree Transfers,2988166.0,2,3,1.0,2.0,65.0,65.0
202309,Purdue Global,,,,,,,Educationdirectory.org,,9,9,2.0,4.0,60.0,30.0
202309,Purdue Global,,,SUP0109,,374219,,Educationdirectory.org,,1,5,0.0,3.0,0.0,
202309,white_g,,,,,,,Educationdirectory.org,,3,8,3.0,0.0,76.0,25.333333
202309,white_g,,,SUP0104,,,,Educationdirectory.org,,9,11,0.0,0.0,0.0,
202309,white_g,,,SUP0109,,374219,,Educationdirectory.org,,5,6,4.0,0.0,85.0,21.25
202310,,,,,,,,Digital Media Solutions,,27668,6,18.0,11.0,356.0,19.777778
202310,edp,,,,,,,Educationdirectory.org,,8,13,5.0,2.0,106.0,21.2
202317,white_g,,Education,,,,,Educationdirectory.org,,17,8,8.0,3.0,183.0,22.875
202317,edp,,Grants,,,,,Educationdirectory.org,,20,15,14.0,5.0,275.0,19.642857
202308,white,bing,530299973,SUP0101,edu,85075258899522,1361197235935708,Educationdirectory.org,,7,10,2.0,1.0,64.0,32.0
202308,white,bing,530299973,SUP0101,edu,85075258899524,1361197235935708,Educationdirectory.org,,9,4,0.0,0.0,0.0,
202306,white,bing,530299973,SUP0101,edu,85075258899522,1361197235935708,Educationdirectory.org,,2,0,,,0.0,
202306,white,bing,530299973,SUP0101,edu,85075258899524,1361197235935708,Educationdirectory.org,,6,4,3.0,0.0,35.0,11.666667
202307,edp,bing,530299973,SUP0101,edu,85075258899524,1361197235935708,Educationdirectory.org,,1,1,1.0,0.0,18.0,18.0
202307,Purdue Global,bing,530299973,SUP0101,edu,85075258899524,1361197235935708,Educationdirectory.org,,7,5,1.0,1.0,20.0,20.0
202307,white,bing,530299973,SUP0101,edu,85075258899522,1361197235935708,Educationdirectory.org,,54,19,17.0,16.0,450.0,26.470588
202307,white,bing,530299973,SUP0101,edu,85075258899524,1361197235935708,Educationdirectory.org,,60,19,30.0,10.0,865.0,28.833333
202306,white_g,connexusdigital,,SUP0104,job_grant,,,Educationdirectory.org,,784,62,445.0,39.0,10051.0,22.586517
202307,white_g,connexusdigital,,SUP0104,job_grant,,,Educationdirectory.org,,953,63,492.0,44.0,11129.0,22.619919
202308,white_g,connexusdigital,,SUP0104,job_grant,,,Educationdirectory.org,,875,65,428.0,51.0,10242.0,23.929907
202309,white_g,connexusdigital,,SUP0104,job_grant,,,Educationdirectory.org,,613,59,315.0,34.0,7281.0,23.114286
202304,white_g,connexusdigital,,SUP0104,job_grant,,,Educationdirectory.org,,966,51,371.0,51.0,8699.0,23.447439
202305,white_g,connexusdigital,,SUP0104,job_grant,,,Educationdirectory.org,,1012,58,497.0,70.0,12164.0,24.474849
202321,white_g,connexusdigital,,SUP0104,job_grant,,,Educationdirectory.org,,4,0,,,0.0,
202312,white_g,connexusdigital,,SUP0104,job_grant,,,Educationdirectory.org,,1122,64,567.0,92.0,13511.0,23.828924
202315,white_g,connexusdigital,,SUP0104,job_grant,,,Educationdirectory.org,,1203,70,599.0,136.0,14335.0,23.931553
202316,white_g,connexusdigital,,SUP0104,job_grant,,,Educationdirectory.org,,1372,47,519.0,78.0,12338.0,23.77264
202252,white_g,connexusdigital,,SUP0104,job_grant,,,Educationdirectory.org,,12,7,9.0,4.0,207.0,23.0
202301,white_g,connexusdigital,,SUP0104,job_grant,,,Educationdirectory.org,,43,19,18.0,1.0,433.0,24.055556
202317,white_g,connexusdigital,,SUP0104,job_grant,,,Educationdirectory.org,,698,20,121.0,12.0,2034.0,16.809917
202302,white_g,connexusdigital,,SUP0104,job_grant,,,Educationdirectory.org,,190,40,97.0,16.0,2267.0,23.371134
202303,white_g,connexusdigital,,SUP0104,job_grant,,,Educationdirectory.org,,804,54,429.0,33.0,9470.0,22.074592
202313,white_g,connexusdigital,,SUP0104,job_grant,,,Educationdirectory.org,,1031,75,509.0,80.0,12328.0,24.220039
202314,white_g,connexusdigital,,SUP0104,job_grant,,,Educationdirectory.org,,995,73,527.0,87.0,12484.0,23.688805
202310,white_g,connexusdigital,,SUP0104,job_grant,,,Educationdirectory.org,,556,60,299.0,36.0,6921.0,23.147157
202311,white_g,connexusdigital,,SUP0104,job_grant,,,Educationdirectory.org,,811,57,424.0,65.0,10069.0,23.747642
202310,edp,Email,,SUP0109,edu_grant,374219,,Educationdirectory.org,,2,7,2.0,4.0,49.0,24.5
202310,Purdue Global,Email,,SUP0109,edu_grant,374219,,Educationdirectory.org,,18,15,11.0,10.0,207.0,18.818182
202310,white_g,Email,,SUP0109,edu_grant,374219,,Educationdirectory.org,,313,53,238.0,57.0,5778.0,24.277311
202311,white_g,Email,,SUP0109,edu_grant,374219,,Educationdirectory.org,,12,16,6.0,0.0,156.0,26.0
202305,white_g,Email,,SUP0109,edu_grant,374219,,Educationdirectory.org,,4,10,3.0,5.0,90.0,30.0
202306,Purdue Global,Email,,SUP0109,edu_grant,374219,,Educationdirectory.org,,1,7,0.0,0.0,0.0,
202306,white_g,Email,,SUP0109,edu_grant,374219,,Educationdirectory.org,,4,16,7.0,4.0,233.0,33.285714
202307,edp,Email,,SUP0109,edu_grant,374219,,Educationdirectory.org,,1,0,,,0.0,
202307,Purdue Global,Email,,SUP0109,edu_grant,374219,,Educationdirectory.org,,16,9,4.0,6.0,69.0,17.25
202307,white_g,Email,,SUP0109,edu_grant,374219,,Educationdirectory.org,,179,40,128.0,24.0,3095.0,24.179688
202308,Purdue Global,Email,,SUP0109,edu_grant,374219,,Educationdirectory.org,,31,10,11.0,16.0,240.0,21.818182
202308,white_g,Email,,SUP0109,edu_grant,374219,,Educationdirectory.org,,374,54,204.0,36.0,4814.0,23.598039
202309,Purdue Global,Email,,SUP0109,edu_grant,374219,,Educationdirectory.org,,5,6,4.0,6.0,77.0,19.25
202309,white_g,Email,,SUP0109,edu_grant,374219,,Educationdirectory.org,,260,46,216.0,51.0,5327.0,24.662037
202315,white_g,Email,,SUP0109,edu_grant,374219,,Educationdirectory.org,,410,58,339.0,77.0,7967.0,23.501475
202316,Purdue Global,Email,,SUP0109,edu_grant,374219,,Educationdirectory.org,,2,1,0.0,1.0,0.0,
202316,white_g,Email,,SUP0109,edu_grant,374219,,Educationdirectory.org,,26,22,24.0,7.0,569.0,23.708333
202317,Purdue Global,Email,,SUP0109,edu_grant,374219,,Educationdirectory.org,,4,4,0.0,1.0,0.0,
202321,white_g,Email,,SUP0109,edu_grant,376908,,Educationdirectory.org,,19,8,5.0,1.0,142.0,28.4
202321,white_g,Email,,SUP0109,edu_grant,374219,,Educationdirectory.org,,126,22,75.0,19.0,1799.0,23.986667
202322,white_g,Email,,SUP0109,edu_grant,374219,,Educationdirectory.org,,59,13,33.0,6.0,741.0,22.454545
202312,Purdue Global,Email,,SUP0109,edu_grant,374219,,Educationdirectory.org,,1,5,1.0,2.0,34.0,34.0
202312,white_g,Email,,SUP0109,edu_grant,374219,,Educationdirectory.org,,5,6,6.0,0.0,121.0,20.166667
202313,white_g,Email,,SUP0109,edu_grant,374219,,Educationdirectory.org,,5,6,4.0,2.0,100.0,25.0
202314,Purdue Global,Email,,SUP0109,edu_grant,374219,,Educationdirectory.org,,4,6,3.0,1.0,62.0,20.666667
202314,white_g,Email,,SUP0109,edu_grant,374219,,Educationdirectory.org,,100,30,81.0,19.0,2148.0,26.518519
202315,edp,Email,,SUP0109,edu_grant,374219,,Educationdirectory.org,,2,2,1.0,0.0,21.0,21.0
202315,Purdue Global,Email,,SUP0109,edu_grant,374219,,Educationdirectory.org,,14,8,8.0,5.0,167.0,20.875
202317,white_g,Email,,SUP0109,edu_grant,374219,,Educationdirectory.org,,10,11,5.0,2.0,122.0,24.4
202318,Purdue Global,Email,,SUP0109,edu_grant,374219,,Educationdirectory.org,,4,1,0.0,1.0,0.0,
202318,white_g,Email,,SUP0109,edu_grant,374219,,Educationdirectory.org,,4,6,4.0,0.0,83.0,20.75
202319,Purdue Global,Email,,SUP0109,edu_grant,374219,,Educationdirectory.org,,8,2,3.0,3.0,56.0,18.666667
202319,white_g,Email,,SUP0109,edu_grant,374219,,Educationdirectory.org,,346,44,270.0,57.0,6716.0,24.874074
202320,white_g,Email,,SUP0109,edu_grant,374219,,Educationdirectory.org,,111,28,82.0,17.0,2010.0,24.512195
202320,white_g,Email,,SUP0109,edu_grant,376908,,Educationdirectory.org,,23,16,24.0,3.0,574.0,23.916667
202302,white_g,Email,[],SUP0109,edu_grant,[creative_id],[],Educationdirectory.org,,2,11,0.0,0.0,0.0,
202313,white_g,google,,SUP0101,edu_grant,,,Educationdirectory.org,,1,3,3.0,0.0,84.0,28.0
202304,Purdue Global,google,15642144919,SUP0101,edu_grant,585909895103,134177226209,Educationdirectory.org,,72,16,42.0,36.0,868.0,20.666667
202304,Purdue Global,google,15642144919,SUP0101,edu_grant,606243851972,138112893036,Educationdirectory.org,,17,11,9.0,7.0,199.0,22.111111
202304,Purdue Global,google,15642144919,SUP0101,edu_grant,609863689867,134177226209,Educationdirectory.org,,1,2,0.0,1.0,0.0,
202304,white_g,google,15642144919,SUP0101,edu_grant,585909895103,134177226209,Educationdirectory.org,,1713,69,1142.0,286.0,27848.0,24.385289
202304,white_g,google,15642144919,SUP0101,edu_grant,606243851972,138112893036,Educationdirectory.org,,194,31,132.0,30.0,3173.0,24.037879
202304,white_g,google,15642144919,SUP0101,edu_grant,609863689867,134177226209,Educationdirectory.org,,8,10,6.0,2.0,93.0,15.5
202304,white_g,google,15642144919,SUP0101,edu_grant,609928392911,138112893036,Educationdirectory.org,,23,21,20.0,4.0,516.0,25.8
202305,edp,google,15642144919,SUP0101,edu_grant,585909895103,134177226209,Educationdirectory.org,,60,20,39.0,15.0,872.0,22.358974
202305,edp,google,15642144919,SUP0101,edu_grant,606243851972,138112893036,Educationdirectory.org,,11,11,8.0,2.0,187.0,23.375
202305,edp,google,15642144919,SUP0101,edu_grant,609928392911,138112893036,Educationdirectory.org,,6,6,4.0,0.0,103.0,25.75
202305,Purdue Global,google,15642144919,SUP0101,edu_grant,585909895103,134177226209,Educationdirectory.org,,97,16,55.0,58.0,1069.0,19.436364
202305,Purdue Global,google,15642144919,SUP0101,edu_grant,606243851972,138112893036,Educationdirectory.org,,23,9,7.0,16.0,144.0,20.571429
202305,Purdue Global,google,15642144919,SUP0101,edu_grant,609928392911,138112893036,Educationdirectory.org,,1,3,1.0,2.0,22.0,22.0
202305,white_g,google,15642144919,SUP0101,edu_grant,585909895103,134177226209,Educationdirectory.org,,1893,76,1176.0,287.0,28975.0,24.638605
202305,white_g,google,15642144919,SUP0101,edu_grant,606243851972,138112893036,Educationdirectory.org,,251,44,157.0,31.0,3861.0,24.592357
202305,white_g,google,15642144919,SUP0101,edu_grant,609863689867,134177226209,Educationdirectory.org,,14,10,4.0,1.0,73.0,18.25
202305,white_g,google,15642144919,SUP0101,edu_grant,609928392911,138112893036,Educationdirectory.org,,23,13,16.0,5.0,419.0,26.1875
202306,edp,google,15642144919,SUP0101,edu_grant,585909895103,134177226209,Educationdirectory.org,,56,19,59.0,13.0,1381.0,23.40678
202306,edp,google,15642144919,SUP0101,edu_grant,606243851972,138112893036,Educationdirectory.org,,17,15,9.0,7.0,201.0,22.333333
202306,edp,google,15642144919,SUP0101,edu_grant,609863689867,134177226209,Educationdirectory.org,,1,3,2.0,0.0,54.0,27.0
202306,edp,google,15642144919,SUP0101,edu_grant,609928392911,138112893036,Educationdirectory.org,,1,3,0.0,3.0,0.0,
202252,edp,google,15642144919,SUP0101,edu_grant,585909895103,134177226209,Educationdirectory.org,,10,4,3.0,2.0,63.0,21.0
202252,edp,google,15642144919,SUP0101,edu_grant,609928392911,138112893036,Educationdirectory.org,,2,3,3.0,0.0,53.0,17.666667
202252,Purdue Global,google,15642144919,SUP0101,edu_grant,585909895103,134177226209,Educationdirectory.org,,17,4,8.0,2.0,153.0,19.125
202252,Purdue Global,google,15642144919,SUP0101,edu_grant,606243851972,138112893036,Educationdirectory.org,,9,2,0.0,3.0,0.0,
202252,white_g,google,15642144919,SUP0101,edu_grant,585909895103,134177226209,Educationdirectory.org,,203,16,96.0,15.0,2370.0,24.6875
